,entity_id,score,label_value,race,sex,age_cat
3995,6096,1.0,1,Caucasian,Male,Less than 25
3996,6097,1.0,1,African-American,Male,25 - 45
3997,6098,1.0,1,African-American,Male,25 - 45
3998,6099,1.0,1,Caucasian,Male,25 - 45
3999,6100,0.0,1,Caucasian,Male,25 - 45
4000,6101,0.0,0,Asian,Male,25 - 45
4001,6103,1.0,1,Caucasian,Male,Less than 25
4002,6105,0.0,0,African-American,Male,25 - 45
4003,6106,1.0,0,African-American,Male,25 - 45
4004,6107,1.0,0,Hispanic,Female,Less than 25
4005,6108,1.0,1,African-American,Male,25 - 45
4006,6109,0.0,0,Hispanic,Male,Less than 25
4007,6110,0.0,0,Caucasian,Female,Less than 25
4008,6111,0.0,0,Hispanic,Female,Greater than 45
4009,6112,0.0,1,African-American,Male,25 - 45
4010,6113,1.0,1,African-American,Male,Greater than 45
4011,6114,1.0,0,African-American,Female,25 - 45
4012,6116,1.0,1,African-American,Male,25 - 45
4013,6117,1.0,1,African-American,Male,25 - 45
4014,6118,1.0,0,Caucasian,Female,Greater than 45
4015,6119,1.0,0,African-American,Female,25 - 45
4016,6123,0.0,0,Caucasian,Female,Less than 25
4017,6125,0.0,0,African-American,Female,25 - 45
4018,6127,0.0,0,Caucasian,Male,25 - 45
4019,6129,0.0,0,African-American,Female,25 - 45
4020,6131,0.0,0,African-American,Male,Greater than 45
4021,6133,0.0,0,Hispanic,Male,Greater than 45
4022,6134,0.0,0,African-American,Male,25 - 45
4023,6135,0.0,1,African-American,Male,25 - 45
4024,6137,0.0,0,Caucasian,Male,Greater than 45
4025,6139,1.0,0,African-American,Female,25 - 45
4026,6140,1.0,0,Caucasian,Male,25 - 45
4027,6143,0.0,1,Caucasian,Male,Greater than 45
4028,6145,1.0,0,African-American,Male,25 - 45
4029,6146,1.0,0,African-American,Male,25 - 45
4030,6147,1.0,1,Caucasian,Male,Less than 25
4031,6148,0.0,0,African-American,Female,25 - 45
4032,6149,1.0,1,Caucasian,Male,Less than 25
4033,6150,0.0,0,Asian,Female,25 - 45
4034,6152,0.0,0,African-American,Male,25 - 45
4035,6153,1.0,0,African-American,Male,25 - 45
4036,6154,0.0,0,African-American,Male,25 - 45
4037,6156,0.0,0,Caucasian,Male,25 - 45
4038,6159,1.0,0,African-American,Male,25 - 45
4039,6160,1.0,1,African-American,Male,25 - 45
4040,6161,0.0,0,Hispanic,Male,25 - 45
4041,6162,0.0,0,Caucasian,Female,25 - 45
4042,6163,1.0,0,African-American,Male,25 - 45
4043,6164,0.0,0,African-American,Male,25 - 45
4044,6165,0.0,1,Caucasian,Male,25 - 45
4045,6166,1.0,1,Hispanic,Male,Less than 25
4046,6167,1.0,1,African-American,Female,Greater than 45
4047,6169,1.0,1,Hispanic,Male,Less than 25
4048,6170,1.0,1,African-American,Male,25 - 45
4049,6171,0.0,0,African-American,Female,Greater than 45
4050,6172,1.0,1,Hispanic,Male,25 - 45
4051,6173,0.0,0,African-American,Male,Greater than 45
4052,6175,0.0,0,African-American,Male,25 - 45
4053,6177,1.0,0,African-American,Male,Less than 25
4054,6178,0.0,0,Caucasian,Male,25 - 45
4055,6179,1.0,1,Caucasian,Male,25 - 45
4056,6180,0.0,1,Hispanic,Male,Less than 25
4057,6182,1.0,0,Caucasian,Male,25 - 45
4058,6183,1.0,0,Caucasian,Male,Less than 25
4059,6185,1.0,1,African-American,Male,25 - 45
4060,6189,0.0,0,Hispanic,Female,Greater than 45
4061,6191,1.0,0,African-American,Female,25 - 45
4062,6192,0.0,0,Caucasian,Male,Greater than 45
4063,6193,1.0,0,African-American,Male,25 - 45
4064,6195,1.0,1,Hispanic,Female,Less than 25
4065,6196,1.0,1,Caucasian,Male,Less than 25
4066,6198,0.0,0,Caucasian,Male,Greater than 45
4067,6199,1.0,1,Caucasian,Male,25 - 45
4068,6200,0.0,0,Hispanic,Male,25 - 45
4069,6201,0.0,0,Caucasian,Female,Greater than 45
4070,6202,0.0,1,Hispanic,Male,25 - 45
4071,6203,0.0,0,Caucasian,Male,25 - 45
4072,6205,0.0,1,African-American,Male,Greater than 45
4073,6206,0.0,0,Hispanic,Male,Greater than 45
4074,6207,1.0,1,African-American,Male,25 - 45
4075,6208,1.0,0,Caucasian,Male,25 - 45
4076,6210,1.0,1,Caucasian,Male,Less than 25
4077,6212,0.0,0,Caucasian,Male,Greater than 45
4078,6213,0.0,0,Caucasian,Female,25 - 45
4079,6215,0.0,0,African-American,Female,Less than 25
4080,6216,0.0,1,African-American,Male,Less than 25
4081,6219,1.0,0,Caucasian,Male,25 - 45
4082,6221,0.0,0,African-American,Male,25 - 45
4083,6222,0.0,1,Asian,Male,Less than 25
4084,6223,0.0,0,African-American,Male,Greater than 45
4085,6224,0.0,0,Hispanic,Male,Less than 25
4086,6226,0.0,1,Caucasian,Female,25 - 45
4087,6227,1.0,1,African-American,Female,Less than 25
4088,6228,0.0,0,Caucasian,Male,Greater than 45
4089,6229,1.0,1,Hispanic,Male,25 - 45
4090,6230,0.0,0,African-American,Female,Greater than 45
4091,6231,1.0,0,African-American,Male,Greater than 45
4092,6234,1.0,0,African-American,Female,Greater than 45
4093,6236,0.0,0,Asian,Male,25 - 45
4094,6238,0.0,0,Hispanic,Male,25 - 45
4095,6239,0.0,0,African-American,Male,Greater than 45
4096,6240,0.0,0,African-American,Male,Greater than 45
4097,6241,0.0,0,Caucasian,Male,25 - 45
4098,6242,0.0,0,Hispanic,Female,Greater than 45
4099,6244,1.0,1,Hispanic,Male,25 - 45
4100,6245,1.0,0,Hispanic,Male,25 - 45
4101,6247,1.0,1,African-American,Male,25 - 45
4102,6248,0.0,0,Caucasian,Male,25 - 45
4103,6249,0.0,1,Caucasian,Male,25 - 45
4104,6250,1.0,1,African-American,Male,Less than 25
4105,6251,0.0,0,African-American,Male,25 - 45
4106,6256,1.0,1,African-American,Male,25 - 45
4107,6259,0.0,0,Caucasian,Male,Greater than 45
4108,6260,1.0,1,Caucasian,Male,25 - 45
4109,6264,1.0,0,African-American,Female,25 - 45
4110,6266,0.0,0,Caucasian,Male,25 - 45
4111,6267,0.0,1,African-American,Male,Greater than 45
4112,6268,0.0,0,African-American,Female,25 - 45
4113,6271,0.0,0,Caucasian,Male,25 - 45
4114,6274,1.0,1,Hispanic,Male,25 - 45
4115,6278,0.0,0,African-American,Female,25 - 45
4116,6280,1.0,0,Caucasian,Male,25 - 45
4117,6281,0.0,0,Caucasian,Male,25 - 45
4118,6282,1.0,1,Caucasian,Male,Less than 25
4119,6284,1.0,0,African-American,Male,Less than 25
4120,6285,0.0,1,Caucasian,Female,25 - 45
4121,6286,1.0,1,African-American,Male,Less than 25
4122,6287,0.0,0,Hispanic,Male,25 - 45
4123,6289,1.0,1,Caucasian,Female,25 - 45
4124,6292,0.0,0,African-American,Male,Greater than 45
4125,6293,0.0,0,African-American,Female,25 - 45
4126,6296,1.0,1,African-American,Male,25 - 45
4127,6297,1.0,0,Hispanic,Female,25 - 45
4128,6299,1.0,0,African-American,Female,Less than 25
4129,6300,1.0,0,Caucasian,Male,25 - 45
4130,6301,0.0,1,Hispanic,Female,25 - 45
4131,6302,0.0,0,African-American,Male,Less than 25
4132,6303,0.0,0,Hispanic,Female,25 - 45
4133,6304,1.0,1,African-American,Male,25 - 45
4134,6305,0.0,0,African-American,Male,Less than 25
4135,6312,1.0,1,African-American,Male,25 - 45
4136,6314,1.0,1,Caucasian,Male,Less than 25
4137,6315,0.0,1,African-American,Male,25 - 45
4138,6317,1.0,1,Hispanic,Male,25 - 45
4139,6319,1.0,1,African-American,Male,Less than 25
4140,6320,1.0,1,Caucasian,Male,25 - 45
4141,6321,1.0,0,African-American,Male,25 - 45
4142,6322,1.0,1,Hispanic,Male,25 - 45
4143,6323,0.0,1,Caucasian,Male,Greater than 45
4144,6324,1.0,0,Hispanic,Male,Less than 25
4145,6326,1.0,1,Hispanic,Male,Less than 25
4146,6328,0.0,0,African-American,Male,Greater than 45
4147,6330,1.0,0,Hispanic,Female,25 - 45
4148,6332,0.0,1,Caucasian,Male,Greater than 45
4149,6335,0.0,0,Caucasian,Female,25 - 45
4150,6336,1.0,1,African-American,Male,25 - 45
4151,6337,1.0,0,Caucasian,Male,Greater than 45
4152,6338,1.0,1,African-American,Male,25 - 45
4153,6339,1.0,1,Caucasian,Female,Greater than 45
4154,6341,0.0,0,African-American,Male,25 - 45
4155,6344,1.0,0,Hispanic,Male,25 - 45
4156,6345,0.0,0,Caucasian,Male,Less than 25
4157,6347,1.0,1,African-American,Male,Less than 25
4158,6349,0.0,0,Caucasian,Male,25 - 45
4159,6353,0.0,0,African-American,Male,Greater than 45
4160,6354,0.0,1,Caucasian,Female,Greater than 45
4161,6356,0.0,1,Hispanic,Male,25 - 45
4162,6359,1.0,1,African-American,Male,Greater than 45
4163,6360,0.0,0,Hispanic,Female,25 - 45
4164,6361,1.0,0,African-American,Male,Less than 25
4165,6362,0.0,1,Hispanic,Female,25 - 45
4166,6365,1.0,1,Caucasian,Male,Greater than 45
4167,6367,1.0,1,Caucasian,Male,25 - 45
4168,6368,1.0,1,African-American,Male,25 - 45
4169,6369,1.0,0,Hispanic,Male,25 - 45
4170,6371,1.0,1,African-American,Male,25 - 45
4171,6372,1.0,1,African-American,Male,25 - 45
4172,6373,1.0,1,African-American,Male,25 - 45
4173,6375,1.0,1,African-American,Male,25 - 45
4174,6376,0.0,0,African-American,Female,Greater than 45
4175,6377,1.0,1,Hispanic,Male,25 - 45
4176,6378,1.0,1,African-American,Male,25 - 45
4177,6379,1.0,0,African-American,Male,Less than 25
4178,6380,1.0,0,African-American,Male,25 - 45
4179,6381,1.0,1,Caucasian,Male,25 - 45
4180,6382,0.0,0,African-American,Male,25 - 45
4181,6383,0.0,1,Caucasian,Male,Greater than 45
4182,6384,1.0,1,African-American,Male,Less than 25
4183,6386,0.0,1,Hispanic,Male,25 - 45
4184,6387,0.0,0,Hispanic,Female,Less than 25
4185,6389,1.0,1,Caucasian,Female,25 - 45
4186,6390,0.0,0,African-American,Male,Greater than 45
4187,6391,1.0,1,African-American,Male,Less than 25
4188,6392,0.0,1,Caucasian,Male,Greater than 45
4189,6393,1.0,1,African-American,Male,Less than 25
4190,6394,0.0,0,Caucasian,Male,Greater than 45
4191,6395,0.0,0,Hispanic,Male,Greater than 45
4192,6396,0.0,0,Caucasian,Male,Greater than 45
4193,6398,0.0,0,Hispanic,Female,25 - 45
4194,6399,0.0,0,Hispanic,Male,25 - 45
4195,6400,0.0,1,African-American,Male,25 - 45
4196,6401,0.0,0,Caucasian,Male,Greater than 45
4197,6402,0.0,0,African-American,Female,25 - 45
4198,6405,0.0,0,African-American,Male,Greater than 45
4199,6406,1.0,0,Hispanic,Male,Greater than 45
4200,6409,0.0,1,African-American,Female,25 - 45
4201,6412,1.0,0,African-American,Male,Less than 25
4202,6413,0.0,0,African-American,Male,Greater than 45
4203,6414,1.0,0,Hispanic,Male,25 - 45
4204,6415,1.0,0,Caucasian,Female,Greater than 45
4205,6420,1.0,1,African-American,Female,Less than 25
4206,6422,1.0,0,African-American,Female,Less than 25
4207,6424,0.0,0,Hispanic,Male,Greater than 45
4208,6425,0.0,0,African-American,Female,25 - 45
4209,6426,1.0,1,Caucasian,Male,25 - 45
4210,6427,0.0,0,African-American,Male,25 - 45
4211,6428,1.0,1,Caucasian,Female,25 - 45
4212,6430,0.0,0,African-American,Male,Greater than 45
4213,6431,0.0,1,Caucasian,Female,Less than 25
4214,6432,1.0,0,Caucasian,Female,25 - 45
4215,6433,1.0,1,Caucasian,Female,25 - 45
4216,6434,0.0,0,Hispanic,Female,25 - 45
4217,6436,0.0,0,Hispanic,Male,25 - 45
4218,6439,1.0,1,African-American,Male,25 - 45
4219,6441,1.0,0,African-American,Male,25 - 45
4220,6442,1.0,1,African-American,Male,Less than 25
4221,6443,1.0,0,African-American,Male,25 - 45
4222,6446,0.0,1,Caucasian,Male,25 - 45
4223,6447,0.0,0,Caucasian,Female,Less than 25
4224,6448,1.0,1,Hispanic,Male,25 - 45
4225,6449,1.0,1,African-American,Male,Greater than 45
4226,6450,1.0,0,Asian,Male,25 - 45
4227,6451,0.0,1,African-American,Male,25 - 45
4228,6453,1.0,1,African-American,Male,25 - 45
4229,6458,0.0,0,Hispanic,Female,25 - 45
4230,6459,1.0,1,African-American,Male,Greater than 45
4231,6462,1.0,1,African-American,Male,Less than 25
4232,6463,1.0,0,African-American,Female,25 - 45
4233,6466,0.0,0,Hispanic,Male,Greater than 45
4234,6467,1.0,0,African-American,Male,25 - 45
4235,6468,0.0,0,African-American,Female,Greater than 45
4236,6469,0.0,1,African-American,Female,Less than 25
4237,6470,1.0,1,African-American,Male,Less than 25
4238,6471,1.0,1,Caucasian,Male,Greater than 45
4239,6473,1.0,1,African-American,Male,25 - 45
4240,6475,0.0,0,African-American,Male,25 - 45
4241,6477,1.0,1,Caucasian,Male,Greater than 45
4242,6478,0.0,1,Hispanic,Female,25 - 45
4243,6480,1.0,1,African-American,Male,25 - 45
4244,6481,0.0,0,African-American,Female,Less than 25
4245,6482,0.0,1,African-American,Male,25 - 45
4246,6483,0.0,0,Caucasian,Male,Greater than 45
4247,6484,0.0,0,Caucasian,Female,Greater than 45
4248,6485,0.0,0,African-American,Male,Greater than 45
4249,6487,0.0,0,African-American,Male,25 - 45
4250,6488,0.0,0,Hispanic,Female,Greater than 45
4251,6489,0.0,1,African-American,Male,25 - 45
4252,6490,1.0,1,African-American,Male,Less than 25
4253,6491,0.0,1,Hispanic,Female,25 - 45
4254,6492,0.0,0,Caucasian,Male,25 - 45
4255,6495,0.0,0,Asian,Male,25 - 45
4256,6496,0.0,0,Hispanic,Male,Less than 25
4257,6497,1.0,1,African-American,Male,25 - 45
4258,6498,0.0,0,African-American,Female,25 - 45
4259,6500,0.0,0,Caucasian,Female,Less than 25
4260,6501,0.0,0,African-American,Female,Greater than 45
4261,6502,1.0,1,African-American,Male,25 - 45
4262,6503,0.0,1,Hispanic,Male,25 - 45
4263,6504,1.0,1,African-American,Male,25 - 45
4264,6505,0.0,0,African-American,Male,25 - 45
4265,6507,0.0,1,Asian,Male,25 - 45
4266,6508,0.0,0,African-American,Female,25 - 45
4267,6511,1.0,1,African-American,Male,25 - 45
4268,6512,0.0,0,African-American,Male,25 - 45
4269,6513,0.0,1,African-American,Male,Greater than 45
4270,6514,0.0,0,African-American,Male,25 - 45
4271,6518,1.0,0,African-American,Male,25 - 45
4272,6520,1.0,0,African-American,Female,25 - 45
4273,6521,1.0,1,African-American,Female,25 - 45
4274,6522,0.0,1,Hispanic,Male,Less than 25
4275,6524,0.0,0,Hispanic,Male,25 - 45
4276,6525,0.0,1,Caucasian,Male,Greater than 45
4277,6526,0.0,0,Hispanic,Female,25 - 45
4278,6527,0.0,0,African-American,Female,Less than 25
4279,6528,1.0,1,Caucasian,Male,25 - 45
4280,6529,0.0,1,African-American,Male,Less than 25
4281,6531,1.0,1,African-American,Male,Less than 25
4282,6533,0.0,0,Hispanic,Female,Less than 25
4283,6534,1.0,0,African-American,Male,25 - 45
4284,6535,0.0,1,Hispanic,Male,Less than 25
4285,6536,0.0,0,Caucasian,Male,Greater than 45
4286,6537,0.0,1,Hispanic,Male,25 - 45
4287,6538,0.0,0,Hispanic,Male,25 - 45
4288,6539,0.0,0,Hispanic,Male,25 - 45
4289,6541,1.0,1,African-American,Male,Less than 25
4290,6546,1.0,0,Hispanic,Male,25 - 45
4291,6547,1.0,1,Hispanic,Male,Less than 25
4292,6548,1.0,1,African-American,Male,Less than 25
4293,6549,0.0,1,African-American,Male,Greater than 45
4294,6550,1.0,1,African-American,Male,Greater than 45
4295,6551,0.0,0,Caucasian,Male,25 - 45
4296,6552,0.0,1,Caucasian,Male,Greater than 45
4297,6553,1.0,0,Caucasian,Male,Less than 25
4298,6554,0.0,0,Caucasian,Female,25 - 45
4299,6557,1.0,0,African-American,Male,Greater than 45
4300,6558,0.0,1,Caucasian,Male,Greater than 45
4301,6560,0.0,0,African-American,Female,Greater than 45
4302,6563,1.0,1,Caucasian,Male,25 - 45
4303,6564,0.0,0,Hispanic,Male,25 - 45
4304,6566,1.0,1,African-American,Male,25 - 45
4305,6570,0.0,0,Caucasian,Male,Greater than 45
4306,6571,1.0,1,African-American,Male,Greater than 45
4307,6572,0.0,0,Caucasian,Male,25 - 45
4308,6573,0.0,1,African-American,Male,25 - 45
4309,6574,0.0,1,African-American,Female,25 - 45
4310,6575,0.0,1,Hispanic,Male,25 - 45
4311,6577,0.0,0,Caucasian,Male,25 - 45
4312,6578,0.0,0,Asian,Male,Greater than 45
4313,6580,0.0,0,Caucasian,Male,Greater than 45
4314,6583,1.0,0,African-American,Male,25 - 45
4315,6584,0.0,0,Caucasian,Male,25 - 45
4316,6585,1.0,1,African-American,Male,25 - 45
4317,6586,1.0,1,Hispanic,Female,Greater than 45
4318,6587,1.0,1,African-American,Male,Less than 25
4319,6588,0.0,0,African-American,Male,Less than 25
4320,6589,1.0,1,African-American,Female,25 - 45
4321,6591,0.0,0,African-American,Female,Greater than 45
4322,6592,0.0,0,Hispanic,Female,Greater than 45
4323,6593,0.0,0,Caucasian,Male,Greater than 45
4324,6594,1.0,0,African-American,Male,Less than 25
4325,6595,0.0,0,African-American,Male,25 - 45
4326,6596,0.0,1,African-American,Male,Greater than 45
4327,6597,1.0,1,African-American,Male,25 - 45
4328,6600,0.0,1,Hispanic,Male,25 - 45
4329,6601,0.0,0,African-American,Male,Greater than 45
4330,6602,0.0,1,Caucasian,Male,25 - 45
4331,6603,1.0,1,African-American,Male,Less than 25
4332,6604,0.0,1,African-American,Female,25 - 45
4333,6605,1.0,0,African-American,Female,Less than 25
4334,6606,1.0,0,African-American,Male,25 - 45
4335,6608,1.0,1,Caucasian,Male,25 - 45
4336,6611,0.0,0,African-American,Male,Greater than 45
4337,6613,0.0,0,African-American,Male,25 - 45
4338,6614,0.0,0,Hispanic,Male,Less than 25
4339,6615,0.0,0,African-American,Female,Greater than 45
4340,6616,0.0,1,Caucasian,Male,25 - 45
4341,6621,0.0,1,Hispanic,Male,25 - 45
4342,6624,0.0,1,Hispanic,Male,Greater than 45
4343,6626,0.0,0,Caucasian,Male,25 - 45
4344,6627,0.0,0,African-American,Male,25 - 45
4345,6629,1.0,1,Hispanic,Female,25 - 45
4346,6631,1.0,1,African-American,Male,25 - 45
4347,6633,0.0,0,Caucasian,Male,25 - 45
4348,6634,1.0,1,African-American,Male,25 - 45
4349,6636,0.0,0,Hispanic,Male,Less than 25
4350,6637,0.0,0,Caucasian,Female,25 - 45
4351,6638,0.0,1,Hispanic,Male,Less than 25
4352,6639,0.0,0,African-American,Male,Greater than 45
4353,6641,1.0,1,Caucasian,Male,Less than 25
4354,6642,0.0,0,African-American,Male,25 - 45
4355,6645,0.0,0,African-American,Female,25 - 45
4356,6646,1.0,1,African-American,Male,25 - 45
4357,6649,1.0,1,Caucasian,Male,25 - 45
4358,6650,1.0,1,Caucasian,Male,Less than 25
4359,6651,0.0,0,African-American,Female,25 - 45
4360,6652,1.0,1,Caucasian,Male,25 - 45
4361,6653,1.0,0,Caucasian,Male,25 - 45
4362,6654,1.0,1,Hispanic,Male,Less than 25
4363,6655,0.0,0,Caucasian,Female,25 - 45
4364,6657,1.0,1,African-American,Female,25 - 45
4365,6658,0.0,1,African-American,Male,25 - 45
4366,6659,1.0,0,Hispanic,Female,Less than 25
4367,6660,0.0,1,Caucasian,Male,25 - 45
4368,6661,0.0,0,Caucasian,Male,Less than 25
4369,6662,0.0,0,Caucasian,Male,25 - 45
4370,6663,0.0,0,Caucasian,Male,25 - 45
4371,6665,1.0,0,African-American,Female,Less than 25
4372,6667,0.0,0,African-American,Female,Less than 25
4373,6668,0.0,1,African-American,Male,25 - 45
4374,6669,1.0,0,African-American,Male,25 - 45
4375,6670,1.0,1,African-American,Male,25 - 45
4376,6671,1.0,1,Hispanic,Female,Less than 25
4377,6672,1.0,1,Caucasian,Male,Less than 25
4378,6679,1.0,1,Caucasian,Female,25 - 45
4379,6681,1.0,1,Caucasian,Male,25 - 45
4380,6683,1.0,1,African-American,Female,Less than 25
4381,6685,1.0,0,African-American,Male,25 - 45
4382,6686,0.0,1,Caucasian,Male,25 - 45
4383,6687,1.0,1,African-American,Male,25 - 45
4384,6688,0.0,0,Caucasian,Male,25 - 45
4385,6689,0.0,0,Asian,Male,Greater than 45
4386,6690,1.0,1,African-American,Male,25 - 45
4387,6691,1.0,0,African-American,Female,25 - 45
4388,6692,0.0,0,Asian,Male,25 - 45
4389,6693,0.0,0,Caucasian,Male,25 - 45
4390,6695,0.0,0,African-American,Male,25 - 45
4391,6696,1.0,0,African-American,Male,Less than 25
4392,6697,1.0,0,Caucasian,Male,25 - 45
4393,6698,1.0,1,African-American,Male,25 - 45
4394,6699,1.0,0,Hispanic,Female,25 - 45
4395,6701,1.0,0,African-American,Male,Less than 25
4396,6702,0.0,0,African-American,Female,25 - 45
4397,6703,0.0,0,African-American,Male,25 - 45
4398,6704,1.0,0,Caucasian,Male,25 - 45
4399,6705,1.0,0,African-American,Female,25 - 45
4400,6706,1.0,1,African-American,Male,25 - 45
4401,6708,0.0,0,African-American,Female,25 - 45
4402,6712,0.0,0,African-American,Female,25 - 45
4403,6713,0.0,0,African-American,Male,25 - 45
4404,6715,1.0,0,African-American,Female,25 - 45
4405,6717,1.0,0,Hispanic,Female,25 - 45
4406,6719,1.0,1,Hispanic,Male,25 - 45
4407,6721,0.0,0,Asian,Female,25 - 45
4408,6722,1.0,0,Hispanic,Male,25 - 45
4409,6726,0.0,1,Hispanic,Male,25 - 45
4410,6729,0.0,0,Hispanic,Female,25 - 45
4411,6730,1.0,0,African-American,Female,25 - 45
4412,6731,0.0,0,Hispanic,Female,25 - 45
4413,6732,1.0,1,African-American,Male,Less than 25
4414,6733,0.0,0,Asian,Male,Less than 25
4415,6735,0.0,0,Hispanic,Female,Greater than 45
4416,6737,0.0,1,African-American,Male,Less than 25
4417,6739,1.0,1,African-American,Male,Greater than 45
4418,6740,1.0,1,African-American,Female,25 - 45
4419,6741,0.0,0,African-American,Male,Less than 25
4420,6744,1.0,1,Caucasian,Male,25 - 45
4421,6747,1.0,1,African-American,Male,Less than 25
4422,6748,0.0,0,African-American,Male,Less than 25
4423,6749,1.0,0,African-American,Female,Less than 25
4424,6751,0.0,1,Caucasian,Male,25 - 45
4425,6754,0.0,0,Caucasian,Female,Less than 25
4426,6755,0.0,1,African-American,Female,Less than 25
4427,6756,0.0,1,Caucasian,Male,25 - 45
4428,6758,0.0,1,Caucasian,Male,25 - 45
4429,6759,1.0,1,Caucasian,Male,25 - 45
4430,6760,1.0,0,African-American,Male,25 - 45
4431,6762,0.0,1,Hispanic,Male,Less than 25
4432,6763,0.0,0,Asian,Female,25 - 45
4433,6765,0.0,0,Hispanic,Male,Greater than 45
4434,6766,1.0,1,African-American,Male,25 - 45
4435,6769,0.0,0,Hispanic,Female,25 - 45
4436,6771,1.0,0,Caucasian,Male,Greater than 45
4437,6773,0.0,0,Hispanic,Female,25 - 45
4438,6774,0.0,0,Hispanic,Female,25 - 45
4439,6775,1.0,1,African-American,Male,25 - 45
4440,6776,0.0,0,Caucasian,Male,Greater than 45
4441,6778,1.0,0,Asian,Male,Less than 25
4442,6780,0.0,0,African-American,Female,25 - 45
4443,6781,0.0,0,African-American,Male,Greater than 45
4444,6782,1.0,0,Hispanic,Male,Less than 25
4445,6783,1.0,1,African-American,Female,Greater than 45
4446,6784,0.0,0,Asian,Female,25 - 45
4447,6786,0.0,0,Hispanic,Male,25 - 45
4448,6788,0.0,0,African-American,Male,Greater than 45
4449,6791,0.0,0,African-American,Male,Greater than 45
4450,6793,0.0,0,Hispanic,Female,25 - 45
4451,6794,0.0,1,Hispanic,Male,25 - 45
4452,6796,0.0,1,African-American,Male,Less than 25
4453,6798,1.0,0,Caucasian,Male,Less than 25
4454,6800,0.0,0,African-American,Male,Less than 25
4455,6801,1.0,0,Caucasian,Male,25 - 45
4456,6802,0.0,0,African-American,Female,25 - 45
4457,6803,0.0,1,Caucasian,Male,Greater than 45
4458,6804,0.0,1,Caucasian,Male,25 - 45
4459,6805,0.0,1,African-American,Male,Less than 25
4460,6807,1.0,1,African-American,Male,25 - 45
4461,6808,0.0,0,African-American,Male,25 - 45
4462,6809,1.0,0,African-American,Male,25 - 45
4463,6810,1.0,1,Caucasian,Male,Less than 25
4464,6811,1.0,1,African-American,Male,Less than 25
4465,6812,0.0,0,Caucasian,Male,Less than 25
4466,6813,0.0,0,Asian,Male,Greater than 45
4467,6815,1.0,0,African-American,Male,Less than 25
4468,6816,0.0,0,African-American,Female,25 - 45
4469,6818,0.0,1,African-American,Female,Greater than 45
4470,6819,0.0,1,Hispanic,Male,25 - 45
4471,6820,0.0,0,Caucasian,Male,25 - 45
4472,6824,0.0,0,Hispanic,Male,Greater than 45
4473,6825,1.0,1,African-American,Male,Greater than 45
4474,6827,0.0,1,African-American,Male,25 - 45
4475,6828,0.0,0,Hispanic,Male,25 - 45
4476,6829,0.0,0,African-American,Male,Greater than 45
4477,6830,1.0,1,Caucasian,Female,Less than 25
4478,6831,1.0,1,Caucasian,Female,25 - 45
4479,6834,0.0,0,Hispanic,Male,25 - 45
4480,6836,0.0,1,Hispanic,Male,Less than 25
4481,6837,0.0,1,Caucasian,Male,Greater than 45
4482,6838,1.0,1,Caucasian,Female,25 - 45
4483,6840,0.0,1,African-American,Male,25 - 45
4484,6846,1.0,1,African-American,Male,Less than 25
4485,6847,1.0,0,Caucasian,Female,25 - 45
4486,6850,1.0,1,Hispanic,Male,25 - 45
4487,6851,1.0,1,Hispanic,Male,25 - 45
4488,6852,0.0,1,African-American,Male,25 - 45
4489,6855,0.0,1,Caucasian,Male,25 - 45
4490,6857,0.0,0,African-American,Female,25 - 45
4491,6858,0.0,0,Caucasian,Male,Greater than 45
4492,6859,0.0,1,Caucasian,Male,Less than 25
4493,6860,1.0,1,Hispanic,Male,Less than 25
4494,6862,0.0,0,Caucasian,Male,25 - 45
4495,6863,0.0,0,Caucasian,Male,25 - 45
4496,6864,1.0,1,African-American,Male,25 - 45
4497,6866,1.0,0,African-American,Female,Less than 25
4498,6870,1.0,0,Caucasian,Male,25 - 45
4499,6872,0.0,0,African-American,Male,Greater than 45
4500,6875,1.0,0,Caucasian,Male,Less than 25
4501,6877,0.0,0,African-American,Female,25 - 45
4502,6878,1.0,1,Caucasian,Male,Greater than 45
4503,6881,0.0,0,Hispanic,Male,25 - 45
4504,6882,1.0,1,Caucasian,Male,25 - 45
4505,6883,0.0,0,Caucasian,Female,Greater than 45
4506,6884,1.0,0,Caucasian,Male,25 - 45
4507,6885,0.0,1,Caucasian,Female,25 - 45
4508,6886,1.0,1,African-American,Male,Greater than 45
4509,6888,1.0,0,African-American,Male,25 - 45
4510,6889,0.0,1,Hispanic,Male,25 - 45
4511,6892,0.0,1,African-American,Male,Less than 25
4512,6893,1.0,0,African-American,Male,25 - 45
4513,6894,1.0,0,Caucasian,Male,25 - 45
4514,6896,1.0,1,Hispanic,Male,25 - 45
4515,6898,0.0,0,African-American,Male,Greater than 45
4516,6899,0.0,0,Caucasian,Male,25 - 45
4517,6900,0.0,1,Caucasian,Male,25 - 45
4518,6901,1.0,0,African-American,Female,Less than 25
4519,6904,0.0,0,African-American,Female,Less than 25
4520,6906,0.0,0,Hispanic,Female,25 - 45
4521,6908,1.0,1,African-American,Male,25 - 45
4522,6910,1.0,1,Caucasian,Male,25 - 45
4523,6911,0.0,1,Hispanic,Male,Less than 25
4524,6912,1.0,0,African-American,Female,Greater than 45
4525,6915,1.0,1,African-American,Female,25 - 45
4526,6916,1.0,0,African-American,Male,Less than 25
4527,6919,0.0,1,African-American,Female,25 - 45
